day,XUSDTZEUR,XUNIZEUR,XETHZEUR,XXDGZEUR,XLTCZEUR,XETHZUSD,XUNIZUSD,XXBTZEUR,XXBTZUSD,XXLMZUSD,XNANOZUSD,XXMRZUSD,XEOSZUSD,XUSDTZUSD,XXMRZEUR,XBCHZEUR,XREPV2ZEUR,XXDGZUSD,XNANOZEUR,XXRPZEUR,XLTCZUSD,XEOSZEUR,XXRPZUSD,XXLMZEUR,XBCHZUSD,XREPV2ZUSD
2018-12-21,,,96.8867,,27.2433,110.5933,,3446.5333,3923.9000,0.1221,,52.2400,2.6248,1.0032,45.8633,172.9667,,,,0.3183,30.9633,2.3010,0.3626,0.1076,197.8000,
2018-12-22,,,99.2033,,27.3367,112.5833,,3462.1333,3930.7333,0.1193,,50.8233,2.5396,1.0049,44.9700,170.9333,,,,0.3135,31.0267,2.2518,0.3559,0.1049,193.5000,
2018-12-23,,,111.3100,,28.9267,126.0600,,3506.6000,3970.9000,0.1243,,52.6167,2.7758,1.0047,46.4600,174.0000,,,,0.3257,32.7900,2.4535,0.3703,0.1100,197.4667,
2018-12-24,,,125.3000,,29.8400,142.6400,,3583.6333,4071.7000,0.1329,,55.5633,2.8670,1.0059,48.7500,166.6333,,,,0.3590,34.0333,2.5199,0.4078,0.1173,190.1667,
2018-12-25,,,114.3867,,27.3767,130.1100,,3372.0667,3830.0000,0.1224,,51.1333,2.5384,1.0081,44.8833,145.5000,,,,0.3367,31.1567,2.2438,0.3826,0.1072,166.3333,
2018-12-26,,,114.0733,,26.7533,130.3333,,3333.7333,3782.8000,0.1191,,49.0533,2.5665,1.0079,43.0733,153.2333,,,,0.3298,30.4467,2.2584,0.3742,0.1047,173.6000,
2018-12-27,,,105.0267,,25.3200,119.5367,,3221.2667,3664.8333,0.1115,,45.0233,2.3710,1.0060,39.6633,136.9667,,,,0.3046,28.7633,2.0865,0.3471,0.0979,156.2000,
2018-12-28,,,113.7133,,27.3600,129.6900,,3338.7000,3831.3667,0.1163,,48.0133,2.5256,1.0104,42.0067,143.1000,,,,0.3178,31.1733,2.2158,0.3627,0.1025,163.4000,
2018-12-29,,,121.2667,,27.5300,137.3100,,3332.3667,3774.3000,0.1171,,47.8100,2.6216,1.0105,41.9700,145.3667,,,,0.3217,31.2700,2.3086,0.3662,0.1031,164.8333,
2018-12-30,,,119.5067,,27.4267,135.8000,,3334.0000,3795.0000,0.1158,,47.4567,2.5999,1.0075,41.7700,141.2333,,,,0.3193,31.1833,2.2895,0.3627,0.1018,160.8333,
2018-12-31,,,116.7533,,26.6200,132.6067,,3269.7333,3716.8333,0.1114,,46.0300,2.5376,1.0023,40.5767,133.3000,,,,0.3114,30.2967,2.2361,0.3548,0.0982,151.8333,
2019-01-01,,,120.1200,,27.2500,136.9267,,3296.4000,3987.7000,0.1125,,46.8167,2.5868,1.0030,41.0133,139.0333,,,,0.3138,31.0900,2.2756,0.3570,0.0985,158.4667,
2019-01-02,,,131.8733,,28.7567,149.7600,,3398.6000,3857.8000,0.1164,,50.8367,2.7793,1.0065,44.7900,147.5000,,,,0.3237,32.6400,2.4519,0.3684,0.1025,167.6000,
2019-01-03,,,130.7933,,28.0600,148.3200,,3359.3667,3801.3000,0.1137,,50.0100,2.6935,1.0052,44.1100,144.1000,,,,0.3162,31.8800,2.3704,0.3583,0.1002,163.7667,
2019-01-04,,,133.2733,,28.1433,151.4633,,3346.9667,3803.1333,0.1128,,49.9067,2.6617,1.0046,43.9233,139.4667,,,,0.3121,31.9300,2.3529,0.3543,0.0996,157.9000,
2019-01-05,,,137.3200,,30.1500,155.8100,,3361.5333,3814.4667,0.1131,,49.8033,2.6968,1.0065,43.9000,140.6333,,,,0.3118,34.2267,2.3762,0.3533,0.0994,159.7333,
2019-01-06,,,135.9833,,33.2200,154.3300,,3483.5333,3961.8000,0.1178,,52.8367,2.7868,1.0096,46.4267,143.1667,,,,0.3166,37.7067,2.4516,0.3603,0.1037,162.7667,
2019-01-07,,,133.1633,,33.3467,151.9267,,3511.1667,4016.4000,0.1225,,53.3167,2.7740,1.0081,46.5667,141.1000,,,,0.3198,38.0967,2.4262,0.3656,0.1073,161.6333,
2019-01-08,,,130.8700,,34.3367,149.3433,,3513.0000,4013.9333,0.1225,,53.1867,2.7778,1.0065,46.5600,139.7333,,,,0.3186,39.2767,2.4390,0.3644,0.1072,159.5000,
2019-01-09,,,130.9633,,33.8833,150.2900,,3488.4000,4001.9000,0.1227,,52.6300,2.8597,1.0061,45.9067,137.4333,,,,0.3186,38.9600,2.4883,0.3660,0.1068,158.1000,
2019-01-10,,,115.6900,,30.2967,133.1100,,3255.0333,3736.3333,0.1127,,47.0667,2.5510,1.0074,40.9633,123.6333,,,,0.2986,34.8500,2.2277,0.3423,0.0980,142.1333,
2019-01-11,,,109.5667,,28.0433,125.2033,,3153.7667,3630.1667,0.1053,,45.2133,2.4016,1.0077,39.4967,113.1667,,,,0.2877,32.1167,2.0821,0.3291,0.0920,129.7000,
2019-01-12,,,109.4633,,27.9400,125.0167,,3164.7000,3610.5333,0.1050,,44.5900,2.3977,1.0084,39.0467,116.1667,,,,0.2878,31.9533,2.1025,0.3294,0.0919,132.8667,
2019-01-13,,,103.4633,,26.9433,118.0533,,3104.7333,3510.8000,0.1046,,43.2033,2.2797,1.0085,37.9167,110.8333,,,,0.2796,30.7500,1.9990,0.3190,0.0918,126.5667,
2019-01-14,,,109.3033,,27.5867,125.0967,,3168.5333,3629.5667,0.1068,,44.7600,2.3936,1.0078,39.1600,114.0000,,,,0.2871,31.5300,2.0883,0.3283,0.0936,130.4333,
2019-01-15,,,107.5900,,27.4600,122.3867,,3159.1667,3607.5000,0.1054,,44.8300,2.3878,1.0071,39.3067,111.9333,,,,0.2858,31.2833,2.0909,0.3262,0.0926,128.1333,
2019-01-16,,,108.3467,,27.6433,123.3433,,3179.3333,3616.5000,0.1061,,45.2433,2.4115,1.0046,39.8367,112.4000,,,,0.2883,31.4400,2.1155,0.3283,0.0933,127.9000,
2019-01-17,,,106.5000,,27.3567,121.2733,,3178.3000,3614.8333,0.1066,,45.1100,2.4524,1.0038,39.6300,112.6667,,,,0.2864,31.0767,2.1590,0.3258,0.0937,127.9667,
2019-01-18,,,105.6633,,27.3300,120.0767,,3178.1667,3611.0000,0.1060,,44.7767,2.4410,1.0034,39.3367,111.6667,,,,0.2834,31.0367,2.1467,0.3221,0.0934,126.9333,
2019-01-19,,,108.5333,,28.2833,123.0533,,3255.7333,3746.3667,0.1076,,45.5700,2.4696,1.0038,40.1600,113.6333,,,,0.2891,32.0833,2.1727,0.3282,0.0949,128.7333,
2019-01-20,,,104.0733,,27.6333,118.0267,,3141.7000,3567.2667,0.1039,,44.0967,2.3512,1.0004,38.9000,109.0667,,,,0.2816,31.3033,2.0748,0.3189,0.0916,123.6667,
2019-01-21,,,102.1700,,27.1633,115.8167,,3108.3333,3528.7333,0.1021,,43.8800,2.3408,1.0010,38.7333,103.5000,,,,0.2800,30.8733,2.0619,0.3176,0.0899,121.4000,
2019-01-22,,,101.5400,,27.3067,116.1800,,3120.9667,3541.1000,0.1011,,45.3167,2.3976,1.0013,39.7767,110.0333,,,,0.2779,31.1267,2.1125,0.3152,0.0893,124.7333,
2019-01-23,,,102.8233,,27.9033,116.8267,,3138.5667,3563.6667,0.1006,,44.9967,2.4216,1.0008,39.5633,115.3667,,,,0.2779,31.7100,2.1338,0.3157,0.0887,130.9000,
2019-01-24,,,102.5233,,28.4367,115.8000,,3148.6000,3564.7667,0.1005,,45.4133,2.4232,1.0003,40.1833,113.1667,,,,0.2786,32.1767,2.1394,0.3153,0.0889,128.3667,
2019-01-25,,,101.6167,,28.6400,115.3967,,3129.5333,3549.7000,0.0994,,45.9300,2.4301,0.9982,40.4267,111.8000,,,,0.2763,32.5133,2.1387,0.3134,0.0878,126.4667,
2019-01-26,,,101.6000,,29.0500,115.7467,,3148.4667,3588.2667,0.0992,,45.6333,2.4235,0.9983,40.0967,110.8333,,,,0.2756,33.0633,2.1239,0.3136,0.0873,126.2667,
2019-01-27,,,98.5333,,28.1900,112.3900,,3089.3667,3522.1333,0.0948,,45.5233,2.3552,0.9951,39.9867,106.3667,,,,0.2691,32.0600,2.0677,0.3066,0.0832,121.3667,
2019-01-28,,,93.1000,,27.1867,106.2100,,3019.7667,3447.2667,0.0877,,43.9400,2.2399,0.9973,38.5167,98.3333,,,,0.2565,30.9900,1.9645,0.2919,0.0768,112.1667,
2019-01-29,,,91.1900,,26.7867,103.9433,,2970.2333,3392.7667,0.0828,,42.9267,2.2347,0.9964,37.6367,95.4000,,,,0.2511,30.5833,1.9610,0.2868,0.0725,108.7667,
2019-01-30,,,93.8000,,27.3600,106.7667,,2995.1000,3423.9333,0.0841,,43.3400,2.2853,0.9952,38.0200,100.3667,,,,0.2704,31.2300,1.9998,0.3085,0.0737,114.4000,
2019-01-31,,,93.2733,,27.3767,106.8767,,2989.2667,3427.6333,0.0829,,43.1867,2.3052,0.9941,37.7833,100.2000,,,,0.2741,31.4300,2.0094,0.3139,0.0723,114.9000,
2019-02-01,,,92.2400,,28.0067,105.4967,,2988.9000,3423.4333,0.0805,,42.9467,2.3038,0.9908,37.5900,99.5333,,,,0.2638,32.0567,2.0111,0.3020,0.0704,113.8000,
2019-02-02,,,94.5933,,29.4133,108.2133,,3018.6667,3458.0333,0.0814,,42.3267,2.3806,0.9914,36.9867,103.5000,,,,0.2672,33.6600,2.0788,0.3066,0.0711,118.3000,
2019-02-03,,,93.2367,,29.1633,106.9133,,2991.7000,3425.6000,0.0795,,42.4667,2.3614,0.9890,37.0867,102.7000,,,,0.2622,33.4067,2.0622,0.3005,0.0693,117.5667,
2019-02-04,,,93.0100,,29.4367,106.5000,,2984.2000,3416.2000,0.0783,,42.0633,2.3649,0.9863,36.7833,102.7667,,,,0.2597,33.6367,2.0683,0.2968,0.0685,117.5667,
2019-02-05,,,92.8800,,29.6133,105.8200,,2998.2333,3420.3667,0.0764,,42.6167,2.3517,0.9875,37.3667,102.2667,,,,0.2592,33.7533,2.0647,0.2958,0.0670,116.9333,
2019-02-06,,,90.8333,,28.8500,103.3333,,2966.8000,3383.1333,0.0720,,42.3867,2.3167,0.9904,37.1733,101.0667,,,,0.2545,32.3800,2.0349,0.2895,0.0648,114.7333,
2019-02-07,,,91.3033,,28.9300,103.5833,,2968.2000,3363.6000,0.0738,,42.7900,2.3176,0.9883,37.7633,100.7000,,,,0.2543,32.7933,2.0443,0.2880,0.0653,114.3667,
2019-02-08,,,100.8400,,35.3133,114.2667,,3138.3667,3556.1000,0.0785,,46.4900,2.5871,0.9896,41.1100,109.8333,,,,0.2689,39.8700,2.2828,0.3048,0.0693,123.9333,
2019-02-09,,,104.4900,,38.9433,118.1767,,3198.0667,3653.1667,0.0799,,47.7200,2.7371,0.9890,42.1467,111.9667,,,,0.2727,44.0667,2.4145,0.3086,0.0706,126.8333,
2019-02-10,,,107.2533,,39.8467,121.0967,,3204.8333,3627.4667,0.0784,,48.3233,2.7571,0.9907,42.7233,110.1000,,,,0.2687,45.0833,2.4370,0.3039,0.0693,124.4000,
2019-02-11,,,106.8600,,38.4733,120.6100,,3193.8000,3606.7000,0.0771,,47.7367,2.7350,0.9892,42.2233,108.1667,,,,0.2672,42.1267,2.4243,0.3013,0.0686,121.9000,
2019-02-12,,,106.2967,,38.0133,120.2700,,3172.2000,3582.3667,0.0757,,47.8500,2.8615,0.9884,42.4267,106.2333,,,,0.2657,42.9400,2.5294,0.2997,0.0672,120.1667,
2019-02-13,,,108.1433,,37.0767,121.8567,,3179.7333,3588.7333,0.0760,,48.8367,2.8615,0.9895,43.3133,108.0000,,,,0.2680,41.8867,2.5717,0.3027,0.0672,122.0000,
2019-02-14,,,106.8867,,36.4000,119.1600,,3164.0667,3561.2333,0.0751,,46.6167,2.7589,0.9902,41.4833,106.9000,,,,0.2656,40.9533,2.4494,0.2991,0.0667,120.2333,
2019-02-15,,,107.3033,,37.6567,120.8833,,3176.2333,3576.7667,0.0781,,46.7133,2.7709,0.9903,41.4033,107.0667,,,,0.2659,42.4033,2.4599,0.2987,0.0693,120.7333,
2019-02-16,,,108.0233,,38.0667,121.9100,,3180.3000,3585.3667,0.0777,,46.7300,2.7953,0.9905,41.3900,106.8667,,,,0.2647,42.9167,2.4717,0.2986,0.0689,120.6000,
2019-02-17,,,114.7200,,38.4633,129.4067,,3206.1333,3617.6000,0.0783,,46.9233,2.8202,0.9889,41.6667,108.0000,,,,0.2650,43.4533,2.5074,0.2992,0.0695,121.9000,
2019-02-18,,,125.0000,,41.1100,141.4367,,3364.9333,3804.5667,0.0815,,49.8100,3.2537,0.9914,44.0033,122.0667,,,,0.2788,46.4367,2.8749,0.3152,0.0722,137.8000,
2019-02-19,,,127.8033,,41.8800,144.9700,,3453.6667,3900.4333,0.0884,,51.6500,3.5790,0.9934,45.6333,127.1000,,,,0.2906,47.4100,3.1613,0.3284,0.0781,143.8333,
2019-02-20,,,128.1733,,43.8900,145.1667,,3462.3333,3923.4000,0.0918,,51.0767,3.7433,0.9925,45.0833,126.6000,,,,0.2880,49.8267,3.3095,0.3264,0.0791,143.5000,
2019-02-21,,,127.9000,,43.2500,144.9433,,3457.1000,3915.4333,0.0895,,49.6467,3.7718,0.9909,43.9300,124.8667,,,,0.2829,49.0133,3.3155,0.3203,0.0790,141.8667,
2019-02-22,,,128.3067,,42.9700,145.4233,,3465.7000,3926.6000,0.0901,,50.5633,3.8049,0.9923,44.6400,125.0000,,,,0.2803,48.7033,3.3557,0.3176,0.0792,141.6333,
2019-02-23,,,135.8533,,44.4067,153.8567,,3582.7000,4061.4667,0.0928,,52.8767,4.0983,0.9966,46.5967,131.5000,,,,0.2893,50.2900,3.6190,0.3270,0.0819,148.8333,
2019-02-24,,,126.1367,,41.0867,143.1833,,3426.3667,3849.1667,0.0869,,49.9533,3.7726,0.9962,44.0700,120.5333,,,,0.2743,46.4633,3.3498,0.3109,0.0765,136.3667,
2019-02-25,,,120.4200,,39.9500,136.5300,,3355.0333,3804.1333,0.0855,,48.0100,3.5185,0.9952,42.4067,116.7000,,,,0.2825,45.1767,3.1122,0.3205,0.0756,132.2667,
2019-02-26,,,119.4000,,39.4533,135.6200,,3342.5333,3796.7000,0.0846,,47.8733,3.4200,0.9965,42.1567,116.7667,,,,0.2822,44.8400,3.0123,0.3205,0.0745,132.6000,
2019-02-27,,,117.2200,,38.9400,133.5200,,3308.8000,3759.8667,0.0832,,48.1067,3.4431,0.9955,42.2933,114.0667,,,,0.2718,44.2033,3.0367,0.3083,0.0731,129.5333,
2019-02-28,,,118.9333,,40.0433,135.2233,,3356.3667,3811.7000,0.0838,,47.9933,3.5078,0.9956,42.2333,114.5000,,,,0.2739,45.4100,3.0858,0.3111,0.0738,129.8667,
2019-03-01,,,119.5867,,41.3633,135.3833,,3357.5000,3811.1667,0.0847,,47.9933,3.4979,0.9945,42.2333,115.1667,,,,0.2785,46.9933,3.0892,0.3160,0.0744,130.9333,
2019-03-02,,,116.8000,,42.2767,132.2600,,3349.3000,3794.2333,0.0836,,48.0900,3.4650,0.9960,42.4233,114.2000,,,,0.2760,47.8767,3.0618,0.3126,0.0740,129.4667,
2019-03-03,,,115.0433,,42.0967,130.5267,,3340.9000,3787.8333,0.0863,,48.4233,3.5031,0.9950,42.6667,114.0000,,,,0.2733,47.7300,3.0935,0.3102,0.0763,129.4667,
2019-03-04,,,111.1800,,40.6733,126.0367,,3289.5000,3725.4000,0.0830,,47.2567,3.2870,0.9957,41.6533,109.5667,,,,0.2676,46.0433,2.8966,0.3028,0.0731,124.3000,
2019-03-05,,,117.4767,,44.7567,132.9600,,3363.2667,3803.5333,0.0839,,48.3367,3.5704,0.9963,42.7300,114.0667,,,,0.2745,50.6200,3.1683,0.3105,0.0744,128.9333,
2019-03-06,,,121.1100,,48.0333,136.6733,,3408.5333,3850.8000,0.0846,,49.1267,3.6955,0.9961,43.6100,115.6333,,,,0.2785,54.2400,3.2874,0.3147,0.0749,130.7000,
2019-03-07,,,121.4367,,50.2000,136.5600,,3431.8333,3858.4333,0.0847,,49.9833,3.7676,0.9957,44.3233,116.1333,,,,0.2784,56.3033,3.3467,0.3132,0.0753,130.6333,
2019-03-08,,,119.0033,,49.5333,133.6400,,3421.4333,3838.2000,0.0865,,48.7533,3.5987,0.9943,43.4900,114.0667,,,,0.2746,55.5567,3.2191,0.3074,0.0772,127.8667,
2019-03-09,,,120.6900,,50.9967,135.5133,,3471.9000,3900.9667,0.0889,,49.2000,3.6944,0.9946,43.8100,117.3667,,,,0.2774,57.2233,3.2915,0.3114,0.0791,131.5000,
2019-03-10,,,120.1367,,50.3567,134.9333,,3469.1333,3892.6333,0.0976,,49.2867,3.6844,0.9950,43.8900,116.5667,,,,0.2776,56.5200,3.2821,0.3117,0.0868,130.9333,
2019-03-11,,,117.8900,,48.8000,132.6133,,3434.4333,3859.1333,0.1032,,48.6500,3.5798,0.9950,43.3300,114.2333,,,,0.2751,55.0933,3.1824,0.3096,0.0951,128.4333,
2019-03-12,,,116.8133,,48.8533,131.5867,,3419.3000,3847.7000,0.1023,,49.2300,3.5123,0.9945,43.6433,113.0000,,,,0.2732,54.9667,3.1612,0.3076,0.0912,127.0667,
2019-03-13,,,116.2700,,48.8500,131.4133,,3405.9333,3851.0333,0.1072,,50.1600,3.5480,0.9949,44.4200,112.5000,,,,0.2785,55.2200,3.1419,0.3145,0.0942,127.2000,
2019-03-14,,,116.4033,,49.1733,131.8700,,3404.0667,3847.5000,0.1076,,50.3067,3.5458,0.9951,44.6567,115.7333,,,,0.2740,55.4200,3.1376,0.3100,0.0952,130.9000,
2019-03-15,,,119.0367,,50.7500,134.7167,,3432.9667,3885.6000,0.1053,,51.3200,3.6301,0.9938,45.3733,123.1667,,,,0.2757,57.4700,3.2084,0.3123,0.0934,139.4667,
2019-03-16,,,123.3467,,53.0900,139.9933,,3506.2667,3977.1333,0.1079,,52.9933,3.7564,0.9951,46.7367,134.4333,,,,0.2793,60.3733,3.3133,0.3134,0.0951,152.4667,
2019-03-17,,,122.0200,,53.1900,138.2300,,3498.5667,3964.0000,0.1076,,52.2433,3.7345,0.9955,46.1300,134.2333,,,,0.2778,60.1200,3.2959,0.3149,0.0952,152.1667,
2019-03-18,,,121.6367,,52.6767,137.7467,,3505.2000,3974.9000,0.1131,,51.7667,3.7111,0.9953,45.6600,140.8667,,,,0.2772,59.6433,3.2647,0.3139,0.1002,159.7000,
2019-03-19,,,121.4133,,52.0967,137.5900,,3514.4333,3986.6667,0.1133,,52.4033,3.6943,0.9954,46.1500,139.4667,,,,0.2768,59.0400,3.2642,0.3137,0.1000,158.2333,
2019-03-20,,,121.1433,,51.9600,137.7833,,3522.8667,4014.7667,0.1096,,53.5867,3.6126,0.9962,47.0400,138.1000,,,,0.2780,59.1500,3.2048,0.3154,0.0964,157.0000,
2019-03-21,,,118.6200,,51.6000,135.1700,,3503.9667,3969.3667,0.1048,,52.4567,3.6131,0.9979,46.0333,134.5667,,,,0.2721,58.7200,3.1694,0.3093,0.0924,152.8000,
2019-03-22,,,120.0333,,52.1067,135.5233,,3520.4000,3980.3667,0.1070,,52.5433,3.5961,0.9979,46.4333,137.1667,,,,0.2737,58.7933,3.1789,0.3090,0.0948,155.0000,
2019-03-23,,,120.8067,,53.1967,136.5100,,3526.4333,3981.3000,0.1070,,52.3100,3.6450,0.9967,46.3800,144.4000,,,,0.2744,60.2467,3.2261,0.3096,0.0947,163.2000,
2019-03-24,,,119.9367,,52.7567,135.3633,,3511.9667,3965.3667,0.1045,,52.2767,3.6107,0.9953,46.3933,144.3667,,,,0.2714,59.6200,3.1940,0.3061,0.0923,163.0000,
2019-03-25,,,118.0800,,52.1133,133.2533,,3466.4333,3912.6667,0.1007,,51.0733,3.6133,0.9945,45.1933,140.9333,,,,0.2673,58.9133,3.1941,0.3018,0.0894,159.1667,
2019-03-26,,,117.9667,,51.5267,132.9433,,3469.4000,3907.7667,0.1011,,50.8500,3.6766,0.9944,45.1533,139.0667,,,,0.2647,58.1567,3.2598,0.2979,0.0895,156.6667,
2019-03-27,,,122.1967,,53.6967,137.3367,,3544.8333,3992.0333,0.1054,,52.6800,4.0860,0.9962,46.8100,148.2667,,,,0.2718,60.3867,3.6331,0.3056,0.0937,166.8000,
2019-03-28,,,122.6533,,53.8733,137.7800,,3567.6000,4011.2000,0.1053,,52.6667,4.2304,0.9961,46.8633,149.2333,,,,0.2722,60.5267,3.7691,0.3058,0.0937,167.2333,
2019-03-29,,,125.5900,,54.0900,140.8633,,3618.5333,4064.9333,0.1066,,53.9233,4.2868,0.9956,47.3400,150.9000,,,,0.2729,60.7833,3.8185,0.3064,0.0950,169.9333,
2019-03-30,,,127.0433,,53.8533,142.4000,,3642.0333,4086.9667,0.1060,,53.5600,4.1595,0.9965,47.5767,149.2333,,,,0.2770,60.4067,3.7122,0.3111,0.0945,167.1000,
2019-03-31,,,125.4700,,53.6167,141.1867,,3644.7333,4089.6333,0.1071,,55.1633,4.1618,0.9966,49.3667,148.9333,,,,0.2745,60.1400,3.7199,0.3085,0.0955,167.3667,
2019-04-01,,,125.5500,,53.7567,140.8767,,3670.9333,4112.7000,0.1093,,58.5300,4.1984,0.9971,52.3133,149.3667,,,,0.2780,60.3400,3.7391,0.3109,0.0975,167.5667,
2019-04-02,,,140.4833,,64.3700,157.7167,,4210.0667,4726.3000,0.1187,,68.7333,4.7726,1.0082,59.0967,195.8667,,,,0.3045,72.2800,4.2608,0.3415,0.1055,220.0000,
2019-04-03,,,147.6933,,77.5700,164.9067,,4497.0333,5028.6333,0.1240,,66.9033,5.3460,1.0083,59.4433,264.5000,,,,0.3096,86.8300,4.7320,0.3484,0.1106,298.0000,
2019-04-04,,,141.1267,,75.8367,158.7833,,4376.3333,4920.9667,0.1189,,64.0833,5.0907,1.0035,57.1733,261.0333,,,,0.2981,85.1933,4.5314,0.3352,0.1059,293.6667,
2019-04-05,,,145.6333,,78.2100,163.5267,,4457.0333,5005.3333,0.1254,,67.3500,5.2663,1.0038,60.1533,260.6667,,,,0.3187,87.8800,4.6913,0.3579,0.1116,292.1667,
2019-04-06,,,147.7533,,82.0000,164.7933,,4513.4333,5060.1000,0.1251,,68.1733,5.3735,1.0022,60.7867,255.2000,,,,0.3165,91.8167,4.8102,0.3545,0.1117,307.3667,
2019-04-07,,,153.6067,,82.2300,171.8167,,4607.9333,5159.9667,0.1300,,69.3733,5.4017,1.0029,62.0300,282.6333,,,,0.3212,92.3533,4.8208,0.3599,0.1160,315.9667,
2019-04-08,,,160.8567,,80.3167,180.7100,,4674.9000,5256.8000,0.1308,,70.9133,5.4907,1.0064,63.1733,277.3667,,,,0.3201,90.0867,4.8926,0.3596,0.1165,311.1667,
2019-04-09,,,157.4567,,77.1567,177.0033,,4632.4333,5207.8000,0.1268,,69.1133,5.5391,1.0072,61.4100,266.1333,,,,0.3134,86.7300,4.9135,0.3526,0.1130,299.1667,
2019-04-10,,,157.7867,,79.1633,177.5467,,4723.3667,5317.6000,0.1266,,70.2300,5.8023,1.0034,62.6333,271.3667,,,,0.3154,89.1967,5.1702,0.3548,0.1124,305.9000,
2019-04-11,,,149.0300,,72.1100,167.7533,,4545.7000,5115.0667,0.1176,,66.7267,5.4352,1.0041,59.4900,246.6333,,,,0.2980,81.2267,4.8259,0.3354,0.1045,277.1333,
2019-04-12,,,145.5200,,69.6833,164.0067,,4470.8333,5038.2333,0.1137,,65.8700,5.3071,1.0035,59.1100,246.3667,,,,0.2883,78.5300,4.7116,0.3246,0.1008,277.2000,
2019-04-13,,,145.6400,,69.8100,164.0233,,4504.1000,5074.5667,0.1155,,65.3000,5.3330,1.0031,58.0167,247.8000,,,,0.2916,78.6600,4.7324,0.3285,0.1025,279.3333,
2019-04-14,,,147.3233,,72.2233,166.0267,,4536.1333,5118.8333,0.1167,,66.2133,5.4655,1.0031,58.6033,252.1333,,,,0.2909,81.3167,4.8472,0.3275,0.1035,284.4667,
2019-04-15,,,143.4133,,70.2867,161.5700,,4477.5000,5055.4333,0.1141,,64.8467,5.3780,1.0019,57.5833,276.4667,,,,0.2851,79.2933,4.7794,0.3218,0.1011,311.9667,
2019-04-16,,,145.8233,,71.0433,164.6533,,4573.0667,5155.6667,0.1140,,67.4433,5.4552,1.0030,59.8500,279.2667,,,,0.2864,79.9900,4.8333,0.3227,0.1010,314.7667,
2019-04-17,,,147.3500,,70.8300,166.3800,,4629.9000,5233.3333,0.1160,,67.8733,5.4623,1.0034,60.2467,276.2667,,,,0.2949,79.9567,4.8413,0.3326,0.1029,312.1000,
2019-04-18,,,153.0100,,72.7167,172.1600,,4688.1667,5276.6333,0.1179,,69.0667,5.4862,1.0032,61.2667,274.1333,,,,0.3018,81.6600,4.8770,0.3397,0.1047,308.2667,
2019-04-19,,,153.4433,,73.1033,172.4933,,4701.2667,5281.4667,0.1159,,68.6633,5.4505,1.0036,61.1133,269.2000,,,,0.2961,82.0067,4.8580,0.3319,0.1032,303.8667,
2019-04-20,,,154.9033,,72.6000,174.0600,,4726.6667,5310.8333,0.1156,,69.3233,5.4563,1.0034,61.8100,268.4333,,,,0.2926,81.4533,4.8600,0.3285,0.1031,301.2333,
2019-04-21,,,151.7467,,69.1567,170.1300,,4706.4333,5281.6000,0.1120,,68.7500,5.2313,1.0041,61.2233,259.9333,,,,0.2880,77.6300,4.6656,0.3230,0.0998,291.2667,
2019-04-22,,,152.2633,,68.4267,171.2200,,4767.8000,5360.7667,0.1125,,68.8700,5.2380,1.0043,61.1600,260.1000,,,,0.2895,76.9967,4.6579,0.3251,0.1000,292.2667,
2019-04-23,,,153.3500,,67.6433,172.0500,,4904.7333,5511.2333,0.1107,,69.3333,5.2268,1.0043,61.8700,264.0000,,,,0.2880,75.9233,4.6521,0.3228,0.0987,295.6333,
2019-04-24,,,148.4033,,65.1867,165.6100,,4908.3667,5481.8000,0.1037,,67.7267,4.7307,1.0041,60.8600,250.6333,,,,0.2722,72.9300,4.3426,0.3042,0.0930,279.8000,
2019-04-25,,,139.2533,,64.2833,155.1033,,4693.2000,4998.7667,0.0985,,62.7067,4.6135,0.9863,56.5500,241.4667,,,,0.2625,71.3433,4.1617,0.2913,0.0891,268.3000,
2019-04-26,,,136.9767,,64.1667,152.4167,,4633.4333,5162.1000,0.0971,,60.7867,4.6155,0.9691,54.7833,232.8000,,,,0.2613,71.1900,4.1575,0.2904,0.0875,259.4333,
2019-04-27,,,139.8900,,63.7633,155.4433,,4647.1333,5167.2333,0.0980,,61.6533,4.6310,0.9711,55.6100,233.3000,,,,0.2634,70.8200,4.1662,0.2928,0.0881,259.0333,
2019-04-28,,,138.5000,,61.6067,154.0233,,4635.4000,5157.2333,0.0966,,60.5067,4.5979,0.9724,54.6133,226.1667,,,,0.2617,68.5400,4.1389,0.2913,0.0867,251.7333,
2019-04-29,,,136.2067,,59.6567,152.8733,,4605.7000,5134.7667,0.0947,,60.3667,4.5064,0.9807,53.8700,212.6000,,,,0.2583,66.5567,4.0122,0.2888,0.0848,237.6667,
2019-04-30,,,141.0400,,63.6100,157.8833,,4669.7667,5233.4333,0.0977,,61.2133,4.6676,0.9892,54.9100,226.6333,,,,0.2680,71.3400,4.1739,0.3004,0.0874,254.1333,
2019-05-01,,,142.0833,,64.9800,159.3967,,4738.6000,5317.5333,0.1004,,63.8733,4.7129,0.9890,57.0167,239.8667,,,,0.2689,72.8933,4.2061,0.3012,0.0896,268.6333,
2019-05-02,,,141.6467,,64.7833,157.9733,,4803.0667,5373.8333,0.0985,,63.9900,4.6568,0.9834,57.2933,239.5000,,,,0.2662,72.4233,4.1684,0.2978,0.0882,267.7000,
