day,XUSDTZEUR,XUNIZEUR,XETHZEUR,XXDGZEUR,XLTCZEUR,XETHZUSD,XUNIZUSD,XXBTZEUR,XXBTZUSD,XXLMZUSD,XNANOZUSD,XXMRZUSD,XEOSZUSD,XUSDTZUSD,XXMRZEUR,XBCHZEUR,XREPV2ZEUR,XXDGZUSD,XNANOZEUR,XXRPZEUR,XLTCZUSD,XEOSZEUR,XXRPZUSD,XXLMZEUR,XBCHZUSD,XREPV2ZUSD
2013-09-10,,,,,,,,97.0000,,,,,,,,,,,,,,,,,,
2013-09-11,,,,,,,,97.8000,,,,,,,,,,,,,,,,,,
2013-09-13,,,,,,,,96.3300,,,,,,,,,,,,,,,,,,
2013-09-14,,,,,2.1359,,,95.3333,,,,,,,,,,,,,,,,,,
2013-09-15,,,,,,,,95.0000,,,,,,,,,,,,,,,,,,
2013-09-16,,,,,,,,91.6667,,,,,,,,,,,,,,,,,,
2013-09-17,,,,,2.1120,,,94.6667,,,,,,,,,,,,,,,,,,
2013-09-18,,,,,1.9000,,,94.5833,,,,,,,,,,,,,,,,,,
2013-09-19,,,,,,,,93.3333,,,,,,,,,,,,,,,,,,
2013-09-21,,,,,,,,94.3267,,,,,,,,,,,,,,,,,,
2013-09-22,,,,,,,,93.0000,,,,,,,,,,,,,,,,,,
2013-09-23,,,,,,,,92.5000,,,,,,,,,,,,,,,,,,
2013-09-24,,,,,,,,90.2500,,,,,,,,,,,,,,,,,,
2013-09-25,,,,,1.8600,,,90.5367,,,,,,,,,,,,,,,,,,
2013-09-28,,,,,,,,91.2000,,,,,,,,,,,,,,,,,,
2013-09-29,,,,,1.8533,,,94.0833,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,,,,94.5000,,,,,,,,,,,,,,,,,,
2013-10-01,,,,,,,,95.5000,,,,,,,,,,,,,,,,,,
2013-10-02,,,,,,,,93.0000,,,,,,,,,,,,,,,,,,
2013-10-03,,,,,,,,87.6663,,,,,,,,,,,,,,,,,,
2013-10-04,,,,,,,,89.9333,,,,,,,,,,,,,,,,,,
2013-10-05,,,,,,,,88.4960,,,,,,,,,,,,,,,,,,
2013-10-06,,,,,,,,90.0689,122.0000,,,,,,,,,,,,,,,,,
2013-10-07,,,,,1.5000,,,96.7865,123.6100,,,,,,,,,,,,,,,,,
2013-10-08,,,,,,,,93.0097,124.0900,,,,,,,,,,,,,,,,,
2013-10-09,,,,,,,,92.7667,123.8990,,,,,,,,,,,,,,,,,
2013-10-10,,,,,,,,94.2606,125.8567,,,,,,,,,,,,,,,,,
2013-10-11,,,,,1.6100,,,92.1543,,,,,,,,,,,,,,,,,,
2013-10-12,,,,,,,,94.2000,127.1667,,,,,,,,,,,,,,,,,
2013-10-13,,,,,,,,95.9933,131.8408,,,,,,,,,,,,,,,,,
2013-10-14,,,,,,,,89.6667,134.8491,,,,,,,,,,,,,,,,,
2013-10-15,,,,,,,,100.3368,140.2532,,,,,,,,,,,,,,,,,
2013-10-16,,,,,,,,104.1668,140.6225,,,,,,,,,,,,,,,,,
2013-10-17,,,,,,,,106.3299,142.0151,,,,,,,,,,,,,,,,,
2013-10-18,,,,,,,,109.3635,149.6966,,,,,,,,,,,,,,,,,
2013-10-19,,,,,,,,119.4909,164.8167,,,,,,,,,,,,,,,,,
2013-10-20,,,,,,,,121.3667,164.1628,,,,,,,,,,,,,,,,,
2013-10-21,,,,,,,,127.8099,172.6590,,,,,,,,,,,,,,,,,
2013-10-22,,,,,,,,135.8501,164.7333,,,,,,,,,,,,,,,,,
2013-10-23,,,,,,,,144.2758,197.6010,,,,,,,,,,,,,,,,,
2013-10-24,,,,,,,,125.4821,190.1075,,,,,,,,,,,,3.0000,,,,,
2013-10-25,,,,,,,,133.2829,181.6066,,,,,,,,,,,,,,,,,
2013-10-26,,,,,1.6000,,,139.5343,183.4152,,,,,,,,,,,,,,,,,
2013-10-27,,,,,,,,137.1561,187.1787,,,,,,,,,,,,,,,,,
2013-10-28,,,,,,,,140.5400,,,,,,,,,,,,,,,,,,
2013-10-29,,,,,1.2167,,,147.1348,195.0000,,,,,,,,,,,,,,,,,
2013-10-30,,,,,,,,148.1711,200.9033,,,,,,,,,,,,,,,,,
2013-10-31,,,,,2.0000,,,148.3527,201.1233,,,,,,,,,,,,,,,,,
2013-11-01,,,,,2.0000,,,152.0000,204.5894,,,,,,,,,,,,,,,,,
2013-11-02,,,,,,,,152.6667,202.9300,,,,,,,,,,,,,,,,,
2013-11-03,,,,,2.0000,,,152.1818,207.6553,,,,,,,,,,,,,,,,,
2013-11-04,,,,,2.2330,,,164.0000,222.0901,,,,,,,,,,,,3.0000,,,,,
2013-11-05,,,,,2.5667,,,180.3274,239.0494,,,,,,,,,,,,,,,,,
2013-11-06,,,,,2.5000,,,214.1068,259.6175,,,,,,,,,,,,,,,,,
2013-11-07,,,,,12.4500,,,229.7417,300.3003,,,,,,,,,,,,3.1333,,,,,
2013-11-08,,,,,4.3667,,,256.5000,318.9372,,,,,,,,,,,,3.2000,,,,,
2013-11-09,,,,,3.8833,,,260.5445,333.5633,,,,,,,,,,,,,,,,,
2013-11-10,,,,,3.1967,,,232.3176,335.3966,,,,,,,,,,,,,,,,,
2013-11-11,,,,,3.3333,,,255.2001,344.3281,,,,,,,,,,,,,,,,,
2013-11-12,,,,,3.2000,,,267.9915,400.5184,,,,,,,,,,,,,,,,,
2013-11-13,,,,,3.2500,,,291.3643,389.6667,,,,,,,,,,,,5.0000,,,,,
2013-11-14,,,,,3.3500,,,309.9997,418.7541,,,,,,,,,,,,3.0667,,,,,
2013-11-15,,,,,3.3633,,,315.6513,410.9708,,,,,,,,,,,,5.0000,,,,,
2013-11-16,,,,,3.4433,,,325.9167,432.4687,,,,,,,,,,,,4.2667,,,,,
2013-11-17,,,,,3.4054,,,354.6933,471.0007,,,,,,,,,,,,,,,,,
2013-11-18,,,,,5.9900,,,454.3333,632.1217,,,,,,,,,,,,7.1333,,,,,
2013-11-19,,,,,7.7000,,,453.9332,623.8403,,,,,,,,,,,,9.0667,,,,,
2013-11-20,,,,,6.4233,,,437.9667,559.5861,,,,,,,,,,,,9.0000,,,,,
2013-11-21,,,,,7.1167,,,508.0367,657.7236,,,,,,,,,,,,9.0000,,,,,
2013-11-22,,,,,8.2400,,,572.8467,749.7555,,,,,,,,,,,,11.0000,,,,,
2013-11-23,,,,,9.1337,,,615.2000,834.5321,,,,,,,,,,,,12.9333,,,,,
2013-11-24,,,,,8.4367,,,604.5729,802.5645,,,,,,,,,,,,11.2667,,,,,
2013-11-25,,,,,8.9820,,,607.0000,783.3218,,,,,,,,,,,,12.1667,,,,,
2013-11-26,,,,,13.2779,,,655.6593,854.1502,,,,,,,,,,,,17.3333,,,,,
2013-11-27,,,,,27.6000,,,718.3333,988.6806,,,,,,,,,,,,35.4967,,,,,
2013-11-28,,,,,36.2337,,,767.6667,1007.9415,,,,,,,,,,,,50.6667,,,,,
2013-11-29,,,,,28.8000,,,827.8000,1125.5396,,,,,,,,,,,,39.3983,,,,,
2013-11-30,,,,,29.9667,,,852.4756,1132.5748,,,,,,,,,,,,42.3333,,,,,
2013-12-01,,,,,24.9984,,,719.9463,951.2431,,,,,,,,,,,,34.0411,,,,,
2013-12-02,,,,,25.8300,,,750.2437,1009.3665,,,,,,,,,,,,34.1000,,,,,
2013-12-03,,,,,26.8166,,,783.3333,1045.1605,,,,,,,,,,,,33.8011,,,,,
2013-12-04,,,,,30.7967,,,816.8009,1060.5634,,,,,,,,,,,,37.3333,,,,,
2013-12-05,,,,,29.1633,,,766.3000,999.2508,,,,,,,,,,,,36.6633,,,,,
2013-12-06,,,,,25.6033,,,674.1000,922.8414,,,,,,,,,,,,34.4000,,,,,
2013-12-07,,,,,20.2543,,,563.6600,750.1278,,,,,,,,,,,,21.9259,,,,,
2013-12-08,,,,,20.1567,,,570.4115,755.6910,,,,,,,,,,,,26.7707,,,,,
2013-12-09,,,,,22.8324,,,647.5689,865.4860,,,,,,,,,,,,30.5233,,,,,
2013-12-10,,,,,25.2125,,,693.3733,944.5535,,,,,,,,,,,,34.6110,,,,,
2013-12-11,,,,,23.6387,,,654.7089,894.3371,,,,,,,,,,,,31.4567,,,,,
2013-12-12,,,,,23.7469,,,639.8550,883.1515,,,,,,,,,,,,31.6392,,,,,
2013-12-13,,,,,22.8260,,,643.2836,882.8209,,,,,,,,,,,,31.2001,,,,,
2013-12-14,,,,,22.4158,,,630.5000,865.8400,,,,,,,,,,,,30.8055,,,,,
2013-12-15,,,,,22.2267,,,623.0867,856.2378,,,,,,,,,,,,30.6220,,,,,
2013-12-16,,,,,19.6700,,,547.8667,752.1974,,,,,,,,,,,,26.7094,,,,,
2013-12-17,,,,,16.7100,,,512.7173,711.8607,,,,,,,,,,,,24.2500,,,,,
2013-12-18,,,,,11.1500,,,377.7448,535.5379,,,,,,,,,,,,14.4924,,,,,
2013-12-19,,,,,13.3567,,,461.3333,639.1447,,,,,,,,,,,,18.1797,,,,,
2013-12-20,,,,,14.3791,,,485.5191,666.0605,,,,,,,,,,,,19.0572,,,,,
2013-12-21,,,,,12.8037,,,456.7000,642.1510,,,,,,,,,,,,18.0589,,,,,
2013-12-22,,,,,12.8604,,,464.1300,642.4721,,,,,,,,,,,,18.1831,,,,,
2013-12-23,,,,,12.9419,,,474.0000,656.3150,,,,,,,,,,,,17.5551,,,,,
2013-12-24,,,,,12.8233,,,484.6029,661.8449,,,,,,,,,,,,17.6700,,,,,
2013-12-25,,,,,14.4635,,,491.1670,667.5034,,,,,,,,,,,,20.5370,,,,,
2013-12-26,,,,,17.2365,,,533.6633,733.1120,,,,,,,,,,,,23.9550,,,,,
2013-12-27,,,,,17.0467,,,536.0790,738.3390,,,,,,,,,,,,22.9800,,,,,
2013-12-28,,,,,16.6833,,,531.1567,726.5753,,,,,,,,,,,,22.5825,,,,,
2013-12-29,,,,,17.0800,,,533.4167,730.7872,,,,,,,,,,,,23.7800,,,,,
2013-12-30,,,,,17.5033,,,538.9000,743.9520,,,,,,,,,,,,24.4318,,,,,
2013-12-31,,,,,17.5417,,,537.6157,739.9104,,,,,,,,,,,,24.0235,,,,,
2014-01-01,,,,,17.6066,,,543.7051,750.0838,,,,,,,,,,,,24.2478,,,,,
2014-01-02,,,,,18.3927,,,560.9667,785.2886,,,,,,,,,,,,25.6929,,,,,
2014-01-03,,,,,18.3133,,,585.6633,799.8652,,,,,,,,,,,,25.1050,,,,,
2014-01-04,,,,,18.0667,,,601.4855,816.8893,,,,,,,,,,,,24.3687,,,,,
2014-01-05,,,,,19.1400,,,653.0764,904.0545,,,,,,,,,,,,25.7700,,,,,
2014-01-06,,,,,21.3254,,,675.4894,941.5172,,,,,,,,,,,,27.3942,,,,,
2014-01-07,,,,,18.9345,,,626.3767,855.0000,,,,,,,,,,,,25.0362,,,,,
2014-01-08,,,,,17.8734,,,601.1574,837.6086,,,,,,,,,,,,24.3633,,,,,
2014-01-09,,,,,18.0367,,,610.4082,839.7634,,,,,,,,,,,,24.7633,,,,,
2014-01-10,,,,,18.0316,,,620.2462,843.8904,,,,,,,,,,,,24.6167,,,,,
2014-01-11,,,,,19.7612,,,645.3996,891.6871,,,,,,,,,,,,26.2517,,,,,
2014-01-12,,,,,18.5533,,,632.7507,864.6466,,,,,,,,,,,,25.2800,,,,,
2014-01-13,,,,,17.9835,,,610.0565,836.6667,,,,,,,,,,,,25.1067,,,,,
2014-01-14,,,,,17.9585,,,611.2698,837.7643,,,,,,,,,,,,24.3440,,,,,
2014-01-15,,,,,18.1537,,,619.7120,847.3345,,,,,,,,,,,,24.7920,,,,,
2014-01-16,,,,,18.0660,,,615.5367,838.6569,,,,,,,,,,,,24.4633,,,,,
2014-01-17,,,,,17.3900,,,587.7032,809.0214,,,,,,,,,,,,24.0867,,,,,
2014-01-18,,,,,17.5400,,,597.1107,823.7974,,,,,,,,,,,,24.4776,,,,,
2014-01-19,,,,,17.6341,,,631.9322,834.4700,,,,,,,,,,,,24.2500,,,,,
2014-01-20,,,,,17.7670,,,613.7224,842.9553,,,,,,,,,,,,24.4867,,,,,
2014-01-21,,,,,17.6867,,,610.4239,831.7000,,,,,,,,,,,,24.8300,,,,,
2014-01-22,,,,,17.2100,,,607.3004,828.8071,,,,,,,,,,,,23.6175,,,,,
2014-01-23,,,,,16.5310,,,604.3733,827.5927,,,,,,,,,,,,22.7767,,,,,
2014-01-24,,,,,15.5743,,,587.3333,807.1679,,,,,,,,,,,,21.4789,,,,,
2014-01-25,,,,,15.7770,,,589.2948,812.3649,,,,,,,,,,,,21.6330,,,,,
2014-01-26,,,,,16.1700,,,598.1667,826.5738,,,,,,,,,,,,22.7787,,,,,
2014-01-27,,,,,14.8667,,,562.3801,800.0000,,,,,,,,,,,,21.3600,,,,,
2014-01-28,,,,,15.3013,,,578.0333,806.9967,,,,,,,,,,,,22.0567,,,,,
2014-01-29,,,,,15.4303,,,584.6700,805.4086,,,,,,,,,,,,21.6067,,,,,
2014-01-30,,,,,15.5174,,,588.6344,803.4138,,,,,,,,,,,,21.1100,,,,,
2014-01-31,,,,,15.6977,,,592.2133,808.6082,,,,,,,,,,,,21.4067,,,,,
2014-02-01,,,,,16.1033,,,599.8430,821.1375,,,,,,,,,,,,21.8080,,,,,
2014-02-02,,,,,16.3533,,,604.1467,821.5762,,,,,,,,,,,,21.8670,,,,,
2014-02-03,,,,,16.2233,,,598.9607,814.4098,,,,,,,,,,,,21.5056,,,,,
2014-02-04,,,,,15.7827,,,595.5111,807.2530,,,,,,,,,,,,21.2439,,,,,
2014-02-05,,,,,15.6411,,,592.9137,806.9331,,,,,,,,,,,,21.3000,,,,,
2014-02-06,,,,,14.6932,,,574.9944,779.6483,,,,,,,,,,,,20.3833,,,,,
2014-02-07,,,,,13.6713,,,532.3667,718.5592,,,,,,,,,,,,18.6978,,,,,
2014-02-08,,,,,13.3593,,,516.2313,703.1042,,,,,,,,,,,,18.4320,,,,,
2014-02-09,,,,,13.5868,,,515.1245,709.9836,,,,,,,,,,,,18.5017,,,,,
2014-02-10,,,,,12.4049,,,476.5099,662.7333,,,,,,,,,,,,17.2037,,,,,
2014-02-11,,,,,12.9807,,,497.8185,698.1870,,,,,,,,,,,,17.2300,,,,,
2014-02-12,,,,,12.9101,,,491.0905,677.3016,,,,,,,,,,,,18.8267,,,,,
2014-02-13,,,,,12.1332,,,467.0907,633.1918,,,,,,,,,,,,16.5757,,,,,
2014-02-14,,,,,11.9543,,,481.9219,655.5899,,,,,,,,,,,,15.9916,,,,,
2014-02-15,,,,,12.2688,,,483.0000,662.9802,,,,,,,,,,,,16.2779,,,,,
2014-02-16,,,,,11.7543,,,461.2933,631.1853,,,,,,,,,,,,15.2355,,,,,
2014-02-17,,,,,11.7183,,,466.6733,636.9451,,,,,,,,,,,,15.5850,,,,,
2014-02-18,,,,,11.7125,,,462.3363,637.3425,,,,,,,,,,,,16.7282,,,,,
2014-02-19,,,,,11.7069,,,458.6667,624.3562,,,,,,,,,,,,16.3513,,,,,
2014-02-20,,,,,10.9202,,,425.6346,587.8848,,,,,,,,,,,,15.7735,,,,,
2014-02-21,,,,,10.5652,,,416.0600,572.3502,,,,,,,,,,,,15.0002,,,,,
2014-02-22,,,,,10.8333,,,435.3523,599.4961,,,,,,,,,,,,14.0931,,,,,
2014-02-23,,,,,11.5627,,,449.3655,622.6906,,,,,,,,,,,,15.5113,,,,,
2014-02-24,,,,,10.8687,,,417.7702,576.5123,,,,,,,,,,,,15.1187,,,,,
2014-02-25,,,,,9.5722,,,373.4524,517.8972,,,,,,,,,,,,13.3582,,,,,
2014-02-26,,,,,10.5500,,,414.7487,592.7233,,,,,,,,,,,,15.5332,,,,,
2014-02-27,,,,,10.6794,,,430.0363,602.2954,,,,,,,,,,,,15.0875,,,,,
2014-02-28,,,,,10.1804,,,413.8760,580.9804,,,,,,,,,,,,14.6980,,,,,
2014-03-01,,,,,10.2119,,,414.9255,576.6667,,,,,,,,,,,,13.7767,,,,,
2014-03-02,,,,,9.7743,,,417.2312,579.4975,,,,,,,,,,,,13.2467,,,,,
2014-03-03,,,,,10.2713,,,467.4280,650.2264,,,,,,,,,,,,14.3571,,,,,
2014-03-04,,,,,12.3404,,,490.9420,687.3589,,,,,,,,,,,,17.3010,,,,,
2014-03-05,,,,,12.3200,,,483.6331,677.0571,,,,,,,,,,,,16.7936,,,,,
2014-03-06,,,,,12.2414,,,481.4878,673.2680,,,,,,,,,,,,17.0453,,,,,
2014-03-07,,,,,11.9053,,,465.6333,648.4646,,,,,,,,,,,,16.7381,,,,,
2014-03-08,,,,,11.5160,,,454.5471,642.3328,,,,,,,,,,,,15.8786,,,,,
2014-03-09,,,,,11.6601,,,460.7818,644.9958,,,,,,,,,,,,16.2749,,,,,
2014-03-10,,,,,11.8969,,,457.2907,652.1919,,,,,,,,,,,,16.2965,,,,,
2014-03-11,,,,,11.8377,,,456.8420,622.3114,,,,,,,,,,,,16.3793,,,,,
2014-03-12,,,,,12.2978,,,461.9746,614.1953,,,,,,,,,,,,17.4060,,,,,
2014-03-13,,,,,12.4764,,,463.0608,643.7962,,,,,,,,,,,,17.5227,,,,,
2014-03-14,,,,,12.3400,,,459.9540,612.0511,,,,,,,,,,,,17.2800,,,,,
2014-03-15,,,,,12.3856,,,459.2169,636.7644,,,,,,,,,,,,17.2571,,,,,
2014-03-16,,,,,12.5772,,,458.3237,647.6500,,,,,,,,,,,,17.6577,,,,,
2014-03-17,,,,,12.6800,,,452.1731,631.6246,,,,,,,,,,,,17.7663,,,,,
2014-03-18,,,,,13.9078,,,445.3403,621.2607,,,,,,,,,,,,18.9766,,,,,
2014-03-19,,,,,13.4253,,,442.9545,621.9817,,,,,,,,,,,,18.9000,,,,,
2014-03-20,,,,,12.1589,,,429.0656,601.6726,,,,,,,,,,,,17.1000,,,,,
2014-03-21,,,,,11.6972,,,423.0829,595.0755,,,,,,,,,,,,16.6361,,,,,
2014-03-22,,,,,11.3244,,,410.2467,574.1164,,,,,,,,,,,,15.6665,,,,,
2014-03-23,,,,,11.4563,,,412.5624,576.9644,,,,,,,,,,,,,,,,,
2014-03-24,,,,,11.7120,,,418.8129,577.4812,,,,,,,,,,,,16.2221,,,,,
2014-03-25,,,,,11.7448,,,422.6600,584.7166,,,,,,,,,,,,16.4421,,,,,
2014-03-26,,,,,11.9581,,,423.0300,601.7422,,,,,,,,,,,,16.6516,,,,,
2014-03-27,,,,,10.6457,,,384.6237,537.3575,,,,,,,,,,,,14.8103,,,,,
2014-03-28,,,,,10.4404,,,378.8671,523.1604,,,,,,,,,,,,14.5282,,,,,
2014-03-29,,,,,10.2831,,,368.5333,512.6633,,,,,,,,,,,,14.3644,,,,,
2014-03-30,,,,,9.7016,,,342.4523,468.2418,,,,,,,,,,,,13.1215,,,,,
2014-03-31,,,,,9.4650,,,337.7071,478.5786,,,,,,,,,,,,13.0860,,,,,
2014-04-01,,,,,9.7947,,,377.7504,485.8104,,,,,,,,,,,,13.4211,,,,,
2014-04-02,,,,,8.9867,,,338.9997,461.4656,,,,,,,,,,,,12.3992,,,,,
2014-04-03,,,,,8.3386,,,324.4570,450.6681,,,,,,,,,,,,11.4291,,,,,
2014-04-04,,,,,8.4229,,,328.6064,482.9472,,,,,,,,,,,,11.6262,,,,,
2014-04-05,,,,,8.3048,,,334.8216,461.0898,,,,,,,,,,,,11.2933,,,,,
2014-04-06,,,,,8.5515,,,337.4959,460.4189,,,,,,,,,,,,11.5733,,,,,
2014-04-07,,,,,8.5607,,,331.7329,462.4666,,,,,,,,,,,,11.8133,,,,,
2014-04-08,,,,,8.4846,,,334.1300,458.2330,,,,,,,,,,,,11.9269,,,,,
2014-04-09,,,,,8.3397,,,327.7900,455.0296,,,,,,,,,,,,11.7065,,,,,
2014-04-10,,,,,6.8591,,,283.7132,396.6434,,,,,,,,,,,,9.8575,,,,,
2014-04-11,,,,,7.4826,,,292.1883,456.1704,,,,,,,,,,,,10.4532,,,,,
2014-04-12,,,,,8.0214,,,311.7667,442.3367,,,,,,,,,,,,11.4725,,,,,
2014-04-13,,,,,7.6684,,,301.5658,427.6149,,,,,,,,,,,,10.6751,,,,,
2014-04-14,,,,,8.0835,,,323.6080,447.4870,,,,,,,,,,,,11.2658,,,,,
2014-04-15,,,,,9.1310,,,355.8333,519.7606,,,,,,,,,,,,12.4016,,,,,
2014-04-16,,,,,9.4233,,,376.0398,519.5513,,,,,,,,,,,,13.1952,,,,,
2014-04-17,,,,,9.3653,,,363.8136,509.9123,,,,,,,,,,,,13.1527,,,,,
2014-04-18,,,,,8.9405,,,353.8710,492.5213,,,,,,,,,,,,12.3694,,,,,
2014-04-19,,,,,9.1271,,,357.8333,503.2442,,,,,,,,,,,,12.6719,,,,,
2014-04-20,,,,,9.2963,,,361.2535,504.9114,,,,,,,,,,,,12.9807,,,,,
2014-04-21,,,,,9.1069,,,362.0509,499.5757,,,,,,,,,,,,12.7885,,,,,
2014-04-22,,,,,9.0372,,,356.1333,494.9456,,,,,,,,,,,,7.5096,,,,,
2014-04-23,,,,,8.9509,,,355.3992,494.1172,,,,,,,,,,,,12.3377,,,,,
2014-04-24,,,,,9.0664,,,357.4512,498.9876,,,,,,,,,,,,12.6148,,,,,
2014-04-25,,,,,8.3330,,,337.7985,472.3722,,,,,,,,,,,,11.4013,,,,,
2014-04-26,,,,,7.8658,,,333.0673,464.1958,,,,,,,,,,,,10.9022,,,,,
2014-04-27,,,,,7.5204,,,320.4402,444.5606,,,,,,,,,,,,10.7023,,,,,
2014-04-28,,,,,7.4951,,,317.6833,442.7581,,,,,,,,,,,,10.2859,,,,,
2014-04-29,,,,,7.6250,,,321.5390,445.3186,,,,,,,,,,,,10.5642,,,,,
2014-04-30,,,,,7.9888,,,322.5304,447.4659,,,,,,,,,,,,10.9434,,,,,
2014-05-01,,,,,8.1789,,,330.5876,457.2475,,,,,,,,,,,,11.2548,,,,,
2014-05-02,,,,,7.8938,,,326.9463,452.5795,,,,,,,,,,,,10.8346,,,,,
2014-05-03,,,,,7.7967,,,318.1501,441.8460,,,,,,,,,,,,10.5753,,,,,
2014-05-04,,,,,7.5315,,,315.6070,439.5235,,,,,,,,,,,,10.4698,,,,,
2014-05-05,,,,,7.4989,,,313.6544,432.7867,,,,,,,,,,,,10.6178,,,,,
2014-05-06,,,,,7.5313,,,309.8333,431.2498,,,,,,,,,,,,10.4616,,,,,
2014-05-07,,,,,7.7041,,,317.0346,442.0810,,,,,,,,,,,,10.6781,,,,,
2014-05-08,,,,,7.7097,,,318.6289,447.3568,,,,,,,,,,,,10.8841,,,,,
2014-05-09,,,,,7.8200,,,325.7161,450.5521,,,,,,,,,,,,10.2704,,,,,
2014-05-10,,,,,7.9115,,,328.9832,453.0282,,,,,,,,,,,,10.8055,,,,,
2014-05-11,,,,,7.6757,,,321.4395,441.6201,,,,,,,,,,,,10.4799,,,,,
2014-05-12,,,,,7.6042,,,319.8619,439.4175,,,,,,,,,,,,10.5270,,,,,
2014-05-13,,,,,7.5676,,,318.9898,440.6630,,,,,,,,,,,,10.3861,,,,,
2014-05-14,,,,,7.6014,,,325.0226,443.9397,,,,,,,,,,,,10.4138,,,,,
2014-05-15,,,,,7.6964,,,326.3100,446.6880,,,,,,,,,,,,10.3495,,,,,
2014-05-16,,,,,7.6833,,,326.8986,451.5882,,,,,,,,,,,,10.6387,,,,,
2014-05-17,,,,,7.6533,,,327.3780,451.2882,,,,,,,,,,,,10.1485,,,,,
2014-05-18,,,,,7.5908,,,325.3134,448.3067,,,,,,,,,,,,,,,,,
2014-05-19,,,,,7.5652,,,325.2545,,,,,,,,,,,,,10.3051,,,,,
2014-05-20,,,,,7.7348,,,347.6530,480.7542,,,,,,,,,,,,10.7891,,,,,
2014-05-21,,,,,7.8764,,,358.3772,494.4299,,,,,,,,,,,,10.7500,,,,,
2014-05-22,,,,,7.8554,,,375.9751,518.2582,,,,,,,,,,,,10.8493,,,,,
2014-05-23,,,,,8.3054,,,387.1932,528.2781,,,,,,,,,,,,10.9628,,,,,
2014-05-24,,,,,8.2413,,,385.5596,525.0686,,,,,,,,,,,,,,,,,
2014-05-25,,,,,8.6504,,,411.2767,564.3499,,,,,,,,,,,,11.7435,,,,,
2014-05-26,,,,,8.7037,,,424.0450,578.6617,,,,,,,,,,,,11.8948,,,,,
2014-05-27,,,,,8.8967,,,419.1073,569.6721,,,,,,,,,,,,12.0429,,,,,
2014-05-28,,,,,8.2816,,,422.1744,576.7361,,,,,,,,,,,,11.1601,,,,,
2014-05-29,,,,,8.0831,,,419.5033,570.5517,,,,,,,,,,,,11.2846,,,,,
2014-05-30,,,,,8.2293,,,441.7000,603.6119,,,,,,,,,,,,11.0965,,,,,
2014-05-31,,,,,8.1333,,,452.9933,620.6470,,,,,,,,,,,,11.1959,,,,,
2014-06-01,,,,,8.1700,,,466.6063,641.3774,,,,,,,,,,,,11.2210,,,,,
2014-06-02,,,,,8.3497,,,473.4829,651.4771,,,,,,,,,,,,11.2552,,,,,
2014-06-03,,,,,8.4173,,,488.6677,667.2005,,,,,,,,,,,,11.3134,,,,,
2014-06-04,,,,,8.2867,,,474.7601,613.6578,,,,,,,,,,,,11.1281,,,,,
2014-06-05,,,,,8.3693,,,481.3996,659.0689,,,,,,,,,,,,11.3272,,,,,
2014-06-06,,,,,8.2567,,,480.4420,655.6018,,,,,,,,,,,,11.4581,,,,,
2014-06-07,,,,,8.1948,,,477.3429,652.0934,,,,,,,,,,,,,,,,,
2014-06-08,,,,,8.1977,,,480.5162,654.0796,,,,,,,,,,,,11.3075,,,,,
2014-06-09,,,,,8.2497,,,475.6505,645.1150,,,,,,,,,,,,11.1464,,,,,
2014-06-10,,,,,8.1683,,,477.3482,649.3477,,,,,,,,,,,,11.1558,,,,,
2014-06-11,,,,,8.0825,,,467.0078,628.6405,,,,,,,,,,,,11.0800,,,,,
2014-06-12,,,,,7.6177,,,432.4936,586.7324,,,,,,,,,,,,10.3189,,,,,
2014-06-13,,,,,7.4549,,,437.6387,593.1694,,,,,,,,,,,,10.1201,,,,,
2014-06-14,,,,,7.2510,,,418.8333,569.3810,,,,,,,,,,,,9.8861,,,,,
2014-06-15,,,,,7.2157,,,427.3723,575.0131,,,,,,,,,,,,9.5149,,,,,
2014-06-16,,,,,7.2560,,,438.6125,594.7414,,,,,,,,,,,,9.8434,,,,,
2014-06-17,,,,,7.1946,,,442.5792,601.4022,,,,,,,,,,,,9.5000,,,,,
2014-06-18,,,,,7.2053,,,449.1020,611.4330,,,,,,,,,,,,,,,,,
2014-06-19,,,,,7.3608,,,440.2866,605.6999,,,,,,,,,,,,9.8769,,,,,
2014-06-20,,,,,7.3343,,,432.3300,591.7350,,,,,,,,,,,,10.0000,,,,,
2014-06-21,,,,,7.1600,,,434.3372,590.0617,,,,,,,,,,,,9.5414,,,,,
2014-06-22,,,,,7.1670,,,439.6667,594.4403,,,,,,,,,,,,,,,,,
2014-06-23,,,,,7.1040,,,434.0667,586.4034,,,,,,,,,,,,9.6656,,,,,
2014-06-24,,,,,7.0053,,,423.6041,585.8370,,,,,,,,,,,,,,,,,
2014-06-25,,,,,6.7813,,,414.6965,565.6190,,,,,,,,,,,,9.3502,,,,,
2014-06-26,,,,,6.7700,,,421.9731,575.8784,,,,,,,,,,,,,,,,,
2014-06-27,,,,,6.7203,,,433.1720,591.0142,,,,,,,,,,,,9.6246,,,,,
2014-06-28,,,,,6.9100,,,435.7115,594.9359,,,,,,,,,,,,9.6399,,,,,
2014-06-29,,,,,6.6640,,,436.1862,593.9432,,,,,,,,,,,,,,,,,
2014-06-30,,,,,6.5336,,,459.8587,623.2416,,,,,,,,,,,,8.8773,,,,,
2014-07-01,,,,,6.0637,,,469.7165,643.9991,,,,,,,,,,,,8.4981,,,,,
